ancho ,alto ,largo,tipo de caja
129,133,226,caja mediana1
128,156,229,caja mediana1
132,133,235,caja mediana1
133,136,235,caja mediana1
130,145,229,caja mediana1
123,153,223,caja mediana1
127,138,225,caja mediana1
133,134,221,caja mediana1
134,136,231,caja mediana1
121,135,227,caja mediana1
132,137,224,caja mediana1
134,140,229,caja mediana1
131,147,220,caja mediana1
127,150,234,caja mediana1
129,134,235,caja mediana1
124,137,223,caja mediana1
125,141,232,caja mediana1
132,132,232,caja mediana1
124,130,220,caja mediana1
123,157,233,caja mediana1
123,157,229,caja mediana1
120,155,221,caja mediana1
128,138,227,caja mediana1
125,144,236,caja mediana1
127,132,234,caja mediana1
126,146,228,caja mediana1
123,156,227,caja mediana1
129,134,234,caja mediana1
127,138,232,caja mediana1
133,147,233,caja mediana1
121,156,235,caja mediana1
126,145,221,caja mediana1
122,132,238,caja mediana1
125,133,221,caja mediana1
132,159,221,caja mediana1
120,147,227,caja mediana1
126,137,235,caja mediana1
130,151,235,caja mediana1
123,146,223,caja mediana1
132,157,238,caja mediana1
125,136,235,caja mediana1
122,131,229,caja mediana1
124,153,226,caja mediana1
125,150,240,caja mediana1
124,135,237,caja mediana1
130,153,225,caja mediana1
131,140,229,caja mediana1
121,149,229,caja mediana1
133,142,226,caja mediana1
130,147,220,caja mediana1
133,139,220,caja mediana1
131,156,237,caja mediana1
130,152,224,caja mediana1
122,133,226,caja mediana1
133,144,240,caja mediana1
135,131,232,caja mediana1
131,152,222,caja mediana1
124,160,233,caja mediana1
125,145,227,caja mediana1
135,153,222,caja mediana1
127,155,230,caja mediana1
132,132,221,caja mediana1
121,144,228,caja mediana1
132,157,240,caja mediana1
129,140,236,caja mediana1
127,135,237,caja mediana1
127,131,240,caja mediana1
121,150,221,caja mediana1
130,155,223,caja mediana1
130,135,228,caja mediana1
123,160,231,caja mediana1
128,132,230,caja mediana1
133,147,239,caja mediana1
125,138,237,caja mediana1
132,138,224,caja mediana1
124,134,232,caja mediana1
123,151,240,caja mediana1
129,136,232,caja mediana1
124,134,234,caja mediana1
125,130,234,caja mediana1
123,137,240,caja mediana1
131,138,221,caja mediana1
133,135,235,caja mediana1
129,130,221,caja mediana1
132,131,224,caja mediana1
121,130,237,caja mediana1
122,133,230,caja mediana1
129,157,232,caja mediana1
130,156,240,caja mediana1
127,148,227,caja mediana1
123,153,222,caja mediana1
133,140,224,caja mediana1
130,149,229,caja mediana1
133,141,226,caja mediana1
121,142,236,caja mediana1
127,143,228,caja mediana1
121,159,220,caja mediana1
132,135,221,caja mediana1
134,145,223,caja mediana1
135,159,232,caja mediana1
133,137,237,caja mediana1
135,142,235,caja mediana1
120,157,220,caja mediana1
130,145,236,caja mediana1
132,155,233,caja mediana1
123,140,236,caja mediana1
134,146,233,caja mediana1
135,150,222,caja mediana1
122,159,220,caja mediana1
125,139,224,caja mediana1
123,140,235,caja mediana1
126,132,240,caja mediana1
122,136,228,caja mediana1
122,157,229,caja mediana1
123,150,220,caja mediana1
135,141,227,caja mediana1
123,149,228,caja mediana1
133,132,235,caja mediana1
130,156,238,caja mediana1
126,142,240,caja mediana1
127,149,238,caja mediana1
134,141,232,caja mediana1
132,146,220,caja mediana1
121,157,240,caja mediana1
123,149,224,caja mediana1
127,155,223,caja mediana1
127,132,234,caja mediana1
124,136,238,caja mediana1
128,149,230,caja mediana1
126,138,234,caja mediana1
127,145,229,caja mediana1
124,137,231,caja mediana1
133,149,236,caja mediana1
131,153,230,caja mediana1
122,139,231,caja mediana1
123,153,240,caja mediana1
127,157,222,caja mediana1
128,140,225,caja mediana1
135,152,229,caja mediana1
122,150,230,caja mediana1
129,154,229,caja mediana1
134,133,224,caja mediana1
132,144,235,caja mediana1
130,153,228,caja mediana1
129,130,239,caja mediana1
122,150,221,caja mediana1
123,159,220,caja mediana1
128,139,237,caja mediana1
132,158,233,caja mediana1
128,133,232,caja mediana1
133,147,232,caja mediana1
127,150,220,caja mediana1
120,137,234,caja mediana1
125,155,223,caja mediana1
134,141,239,caja mediana1
131,143,231,caja mediana1
127,156,233,caja mediana1
126,132,231,caja mediana1
130,140,231,caja mediana1
128,160,224,caja mediana1
129,134,239,caja mediana1
128,148,239,caja mediana1
133,140,238,caja mediana1
135,149,226,caja mediana1
121,139,227,caja mediana1
130,148,233,caja mediana1
128,133,234,caja mediana1
125,143,236,caja mediana1
132,151,226,caja mediana1
121,148,233,caja mediana1
131,147,233,caja mediana1
130,143,238,caja mediana1
128,159,228,caja mediana1
128,141,231,caja mediana1
133,160,220,caja mediana1
123,147,235,caja mediana1
130,149,221,caja mediana1
133,132,221,caja mediana1
122,159,222,caja mediana1
130,158,234,caja mediana1
121,151,234,caja mediana1
130,157,236,caja mediana1
133,145,226,caja mediana1
126,152,236,caja mediana1
131,137,226,caja mediana1
122,160,238,caja mediana1
127,159,222,caja mediana1
128,140,225,caja mediana1
120,134,225,caja mediana1
123,131,240,caja mediana1
132,155,231,caja mediana1
129,134,226,caja mediana1
126,158,235,caja mediana1
123,133,223,caja mediana1
121,149,220,caja mediana1
128,139,236,caja mediana1
121,131,226,caja mediana1
121,150,220,caja mediana1
126,141,238,caja mediana1
134,139,236,caja mediana1
126,142,223,caja mediana1
121,154,237,caja mediana1
134,143,225,caja mediana1
126,158,233,caja mediana1
120,142,220,caja mediana1
130,149,224,caja mediana1
133,152,225,caja mediana1
132,153,228,caja mediana1
126,152,237,caja mediana1
123,152,237,caja mediana1
124,152,237,caja mediana1
134,157,230,caja mediana1
128,160,230,caja mediana1
124,160,230,caja mediana1
124,149,227,caja mediana1
133,136,231,caja mediana1
123,141,233,caja mediana1
135,143,229,caja mediana1
121,133,220,caja mediana1
121,133,222,caja mediana1
122,155,229,caja mediana1
134,132,235,caja mediana1
133,148,232,caja mediana1
125,150,231,caja mediana1
124,144,225,caja mediana1
130,139,229,caja mediana1
135,132,234,caja mediana1
134,158,235,caja mediana1
125,131,230,caja mediana1
128,142,236,caja mediana1
132,146,231,caja mediana1
133,148,232,caja mediana1
126,143,227,caja mediana1
129,160,225,caja mediana1
130,151,224,caja mediana1
121,151,230,caja mediana1
123,134,220,caja mediana1
123,157,237,caja mediana1
130,152,227,caja mediana1
130,130,220,caja mediana1
126,143,237,caja mediana1
129,141,236,caja mediana1
127,146,222,caja mediana1
123,132,236,caja mediana1
131,137,226,caja mediana1
121,135,226,caja mediana1
124,148,236,caja mediana1
122,148,233,caja mediana1
133,149,239,caja mediana1
135,134,240,caja mediana1
129,151,239,caja mediana1
123,147,228,caja mediana1
135,137,229,caja mediana1
131,151,223,caja mediana1
131,143,221,caja mediana1
135,149,233,caja mediana1
132,157,224,caja mediana1
128,134,224,caja mediana1
126,159,234,caja mediana1
121,153,228,caja mediana1
122,138,234,caja mediana1
121,142,225,caja mediana1
126,130,226,caja mediana1
128,144,233,caja mediana1
123,134,230,caja mediana1
134,160,230,caja mediana1
135,145,234,caja mediana1
125,141,233,caja mediana1
125,140,237,caja mediana1
131,148,226,caja mediana1
131,149,234,caja mediana1
132,145,223,caja mediana1
129,154,228,caja mediana1
126,152,228,caja mediana1
151,170,258,caja mediana2
136,163,258,caja mediana2
137,176,253,caja mediana2
151,164,255,caja mediana2
149,185,254,caja mediana2
153,169,247,caja mediana2
140,161,244,caja mediana2
135,175,248,caja mediana2
143,175,241,caja mediana2
135,185,241,caja mediana2
145,171,240,caja mediana2
146,179,244,caja mediana2
137,160,240,caja mediana2
140,185,254,caja mediana2
145,171,248,caja mediana2
144,169,255,caja mediana2
148,161,241,caja mediana2
143,173,258,caja mediana2
151,169,254,caja mediana2
153,174,250,caja mediana2
135,182,241,caja mediana2
145,174,259,caja mediana2
143,168,248,caja mediana2
142,184,241,caja mediana2
154,172,255,caja mediana2
151,163,243,caja mediana2
149,171,249,caja mediana2
150,163,255,caja mediana2
137,166,249,caja mediana2
145,185,248,caja mediana2
136,180,244,caja mediana2
150,185,257,caja mediana2
151,162,253,caja mediana2
137,185,256,caja mediana2
139,175,253,caja mediana2
144,166,253,caja mediana2
138,161,243,caja mediana2
137,164,243,caja mediana2
142,173,251,caja mediana2
152,163,242,caja mediana2
152,181,260,caja mediana2
139,163,240,caja mediana2
138,167,248,caja mediana2
138,185,248,caja mediana2
146,161,254,caja mediana2
145,161,243,caja mediana2
137,170,249,caja mediana2
136,179,251,caja mediana2
153,169,241,caja mediana2
155,180,254,caja mediana2
155,184,252,caja mediana2
150,179,250,caja mediana2
146,184,259,caja mediana2
142,173,255,caja mediana2
139,164,240,caja mediana2
150,169,257,caja mediana2
145,172,242,caja mediana2
141,169,250,caja mediana2
150,165,246,caja mediana2
136,173,241,caja mediana2
148,170,250,caja mediana2
138,171,255,caja mediana2
144,167,247,caja mediana2
141,173,243,caja mediana2
152,169,251,caja mediana2
138,184,247,caja mediana2
141,183,251,caja mediana2
144,167,250,caja mediana2
138,169,251,caja mediana2
142,168,257,caja mediana2
137,181,255,caja mediana2
144,178,247,caja mediana2
142,185,258,caja mediana2
154,177,243,caja mediana2
145,165,250,caja mediana2
140,183,252,caja mediana2
155,180,250,caja mediana2
146,160,242,caja mediana2
155,169,246,caja mediana2
152,174,240,caja mediana2
135,176,253,caja mediana2
155,184,255,caja mediana2
144,176,259,caja mediana2
145,170,247,caja mediana2
146,170,240,caja mediana2
143,173,251,caja mediana2
139,170,244,caja mediana2
145,185,247,caja mediana2
153,183,257,caja mediana2
143,163,250,caja mediana2
137,163,252,caja mediana2
152,184,245,caja mediana2
138,164,242,caja mediana2
137,164,253,caja mediana2
139,167,247,caja mediana2
149,163,248,caja mediana2
147,162,251,caja mediana2
152,182,240,caja mediana2
135,176,246,caja mediana2
150,163,251,caja mediana2
144,174,241,caja mediana2
139,180,241,caja mediana2
145,180,240,caja mediana2
142,161,255,caja mediana2
152,164,246,caja mediana2
150,179,242,caja mediana2
147,181,243,caja mediana2
151,178,250,caja mediana2
153,163,240,caja mediana2
140,170,255,caja mediana2
154,173,243,caja mediana2
142,169,241,caja mediana2
135,180,253,caja mediana2
137,176,257,caja mediana2
145,176,258,caja mediana2
151,176,245,caja mediana2
145,179,258,caja mediana2
137,169,249,caja mediana2
143,174,245,caja mediana2
153,169,250,caja mediana2
155,170,251,caja mediana2
135,162,249,caja mediana2
148,173,245,caja mediana2
137,181,253,caja mediana2
146,174,254,caja mediana2
147,182,251,caja mediana2
151,168,246,caja mediana2
150,169,260,caja mediana2
142,175,248,caja mediana2
139,166,255,caja mediana2
138,180,250,caja mediana2
144,175,248,caja mediana2
139,185,255,caja mediana2
138,176,243,caja mediana2
147,161,243,caja mediana2
140,165,245,caja mediana2
142,161,240,caja mediana2
146,178,255,caja mediana2
154,173,240,caja mediana2
138,182,246,caja mediana2
153,165,260,caja mediana2
140,181,240,caja mediana2
151,182,249,caja mediana2
143,175,254,caja mediana2
153,182,258,caja mediana2
137,167,247,caja mediana2
137,175,246,caja mediana2
143,165,243,caja mediana2
137,180,255,caja mediana2
150,178,255,caja mediana2
152,169,252,caja mediana2
142,165,240,caja mediana2
151,168,256,caja mediana2
141,163,244,caja mediana2
155,173,243,caja mediana2
151,175,244,caja mediana2
153,183,243,caja mediana2
138,185,243,caja mediana2
148,175,257,caja mediana2
139,177,247,caja mediana2
140,180,259,caja mediana2
144,172,259,caja mediana2
144,168,251,caja mediana2
146,168,245,caja mediana2
149,180,249,caja mediana2
152,162,247,caja mediana2
147,161,244,caja mediana2
154,179,254,caja mediana2
141,160,249,caja mediana2
142,169,259,caja mediana2
146,168,244,caja mediana2
146,169,257,caja mediana2
148,185,258,caja mediana2
139,163,242,caja mediana2
137,181,244,caja mediana2
136,172,259,caja mediana2
148,185,242,caja mediana2
153,174,248,caja mediana2
153,165,260,caja mediana2
146,167,254,caja mediana2
144,163,240,caja mediana2
155,162,259,caja mediana2
150,178,252,caja mediana2
154,178,242,caja mediana2
148,169,252,caja mediana2
136,170,244,caja mediana2
136,166,243,caja mediana2
136,181,248,caja mediana2
152,168,253,caja mediana2
137,173,251,caja mediana2
151,181,260,caja mediana2
139,180,257,caja mediana2
155,178,245,caja mediana2
149,178,244,caja mediana2
139,172,258,caja mediana2
150,171,242,caja mediana2
155,161,249,caja mediana2
154,165,246,caja mediana2
155,185,259,caja mediana2
153,162,243,caja mediana2
144,178,260,caja mediana2
149,175,252,caja mediana2
153,185,241,caja mediana2
145,184,242,caja mediana2
154,182,249,caja mediana2
147,172,254,caja mediana2
144,183,245,caja mediana2
138,171,254,caja mediana2
145,168,241,caja mediana2
137,172,245,caja mediana2
138,164,244,caja mediana2
152,185,252,caja mediana2
151,184,246,caja mediana2
143,167,250,caja mediana2
146,170,260,caja mediana2
148,173,241,caja mediana2
148,167,248,caja mediana2
141,171,250,caja mediana2
154,182,250,caja mediana2
137,172,260,caja mediana2
154,167,244,caja mediana2
155,162,240,caja mediana2
138,176,249,caja mediana2
154,179,258,caja mediana2
154,171,256,caja mediana2
152,169,243,caja mediana2
141,183,255,caja mediana2
152,166,257,caja mediana2
140,185,243,caja mediana2
143,183,250,caja mediana2
144,178,255,caja mediana2
148,179,242,caja mediana2
145,184,258,caja mediana2
145,178,258,caja mediana2
149,163,252,caja mediana2
142,166,253,caja mediana2
147,161,255,caja mediana2
142,173,246,caja mediana2
153,171,254,caja mediana2
138,182,241,caja mediana2
146,172,247,caja mediana2
154,176,256,caja mediana2
137,168,253,caja mediana2
138,165,255,caja mediana2
150,171,257,caja mediana2
135,172,240,caja mediana2
144,172,254,caja mediana2
141,168,242,caja mediana2
142,165,254,caja mediana2
154,171,254,caja mediana2
154,183,248,caja mediana2
149,169,256,caja mediana2
155,163,258,caja mediana2
135,177,243,caja mediana2
140,162,252,caja mediana2
142,166,247,caja mediana2
151,175,251,caja mediana2
149,185,241,caja mediana2
135,180,252,caja mediana2
147,173,258,caja mediana2
141,168,249,caja mediana2
135,179,258,caja mediana2
137,185,243,caja mediana2
145,172,246,caja mediana2
145,164,243,caja mediana2
151,165,252,caja mediana2
144,162,255,caja mediana2
142,179,257,caja mediana2
146,184,240,caja mediana2
143,172,243,caja mediana2
137,173,259,caja mediana2
145,179,246,caja mediana2
152,174,244,caja mediana2
153,170,249,caja mediana2
155,172,242,caja mediana2
151,168,255,caja mediana2
150,172,249,caja mediana2
148,185,242,caja mediana2
142,179,245,caja mediana2
153,184,254,caja mediana2
144,177,240,caja mediana2
137,161,254,caja mediana2
147,160,247,caja mediana2
144,183,255,caja mediana2
137,173,258,caja mediana2
135,185,258,caja mediana2
148,178,247,caja mediana2
153,172,242,caja mediana2
154,160,256,caja mediana2
141,167,254,caja mediana2
146,168,245,caja mediana2
145,161,252,caja mediana2
150,170,246,caja mediana2
154,167,247,caja mediana2
155,171,256,caja mediana2
151,168,259,caja mediana2
145,183,247,caja mediana2
137,162,248,caja mediana2
142,179,255,caja mediana2
145,183,254,caja mediana2
152,163,254,caja mediana2
136,181,244,caja mediana2
148,176,250,caja mediana2
147,172,251,caja mediana2
150,162,253,caja mediana2
136,183,242,caja mediana2
142,178,252,caja mediana2
140,181,252,caja mediana2
144,179,259,caja mediana2
148,185,253,caja mediana2
155,180,247,caja mediana2
135,167,251,caja mediana2
151,183,251,caja mediana2
149,180,242,caja mediana2
143,180,244,caja mediana2
152,167,243,caja mediana2
152,182,244,caja mediana2
137,172,256,caja mediana2
135,177,256,caja mediana2
140,165,244,caja mediana2
146,174,251,caja mediana2
136,161,241,caja mediana2
151,172,242,caja mediana2
153,161,253,caja mediana2
143,178,253,caja mediana2
135,181,253,caja mediana2
150,168,252,caja mediana2
155,162,245,caja mediana2
151,179,253,caja mediana2
139,180,250,caja mediana2
149,168,247,caja mediana2
151,180,254,caja mediana2
135,160,244,caja mediana2
150,171,250,caja mediana2
145,167,242,caja mediana2
153,178,258,caja mediana2
135,165,242,caja mediana2
138,170,243,caja mediana2
146,170,251,caja mediana2
141,181,252,caja mediana2
154,166,251,caja mediana2
152,178,247,caja mediana2
143,180,253,caja mediana2
150,160,244,caja mediana2
147,171,250,caja mediana2
147,164,255,caja mediana2
136,179,244,caja mediana2
136,162,242,caja mediana2
147,165,241,caja mediana2
142,162,247,caja mediana2
147,177,259,caja mediana2
148,160,260,caja mediana2
140,174,249,caja mediana2
140,176,253,caja mediana2
144,185,256,caja mediana2
142,174,251,caja mediana2
146,173,248,caja mediana2
149,175,244,caja mediana2
154,177,254,caja mediana2
152,164,259,caja mediana2
150,164,245,caja mediana2
141,182,257,caja mediana2
155,169,259,caja mediana2
146,163,243,caja mediana2
136,169,255,caja mediana2
148,184,260,caja mediana2
153,178,253,caja mediana2
136,164,250,caja mediana2
139,179,255,caja mediana2
151,179,246,caja mediana2
148,166,250,caja mediana2
150,166,256,caja mediana2
153,178,259,caja mediana2
145,184,248,caja mediana2
154,166,249,caja mediana2
151,180,252,caja mediana2
142,174,243,caja mediana2
138,168,251,caja mediana2
149,169,260,caja mediana2
149,175,257,caja mediana2
139,174,246,caja mediana2
143,178,250,caja mediana2
148,177,246,caja mediana2
144,176,258,caja mediana2
135,173,251,caja mediana2
155,161,243,caja mediana2
142,167,249,caja mediana2
155,164,249,caja mediana2
148,172,244,caja mediana2
154,164,243,caja mediana2
151,176,254,caja mediana2
138,167,241,caja mediana2
143,163,255,caja mediana2
155,174,252,caja mediana2
149,173,251,caja mediana2
139,183,246,caja mediana2
149,168,241,caja mediana2
150,165,256,caja mediana2
153,161,240,caja mediana2
140,180,249,caja mediana2
148,180,252,caja mediana2
148,174,241,caja mediana2
137,161,258,caja mediana2
139,178,260,caja mediana2
145,167,259,caja mediana2
139,163,250,caja mediana2
153,173,255,caja mediana2
151,160,246,caja mediana2
146,164,246,caja mediana2
155,178,253,caja mediana2
147,173,260,caja mediana2
151,160,247,caja mediana2
138,171,253,caja mediana2
151,170,242,caja mediana2
142,161,241,caja mediana2
136,180,245,caja mediana2
136,183,240,caja mediana2
138,180,251,caja mediana2
148,177,257,caja mediana2
137,163,259,caja mediana2
148,168,252,caja mediana2
138,179,258,caja mediana2
143,177,249,caja mediana2
152,185,256,caja mediana2
135,162,244,caja mediana2
150,167,246,caja mediana2
138,166,259,caja mediana2
146,182,242,caja mediana2
155,182,251,caja mediana2
151,182,257,caja mediana2
145,161,240,caja mediana2
135,174,247,caja mediana2
149,164,247,caja mediana2
144,180,243,caja mediana2
135,176,251,caja mediana2
147,171,244,caja mediana2
155,171,257,caja mediana2
141,165,241,caja mediana2
142,165,260,caja mediana2
142,173,251,caja mediana2
151,164,247,caja mediana2
143,167,255,caja mediana2
153,182,258,caja mediana2
136,181,253,caja mediana2
140,165,257,caja mediana2
144,180,250,caja mediana2
151,178,254,caja mediana2
142,163,252,caja mediana2
135,176,253,caja mediana2
147,185,260,caja mediana2
149,175,247,caja mediana2
143,181,240,caja mediana2
141,164,249,caja mediana2
139,165,244,caja mediana2
154,169,251,caja mediana2
135,180,242,caja mediana2
155,168,249,caja mediana2
155,163,248,caja mediana2
144,163,257,caja mediana2
136,174,252,caja mediana2
145,170,244,caja mediana2
136,184,258,caja mediana2
140,185,241,caja mediana2
147,185,243,caja mediana2
141,172,258,caja mediana2
148,175,253,caja mediana2
139,179,248,caja mediana2
135,180,249,caja mediana2
135,180,252,caja mediana2
138,168,255,caja mediana2
142,184,241,caja mediana2
138,163,260,caja mediana2
135,184,255,caja mediana2
140,176,250,caja mediana2
154,182,240,caja mediana2
145,171,251,caja mediana2
150,175,241,caja mediana2
146,174,256,caja mediana2
136,162,255,caja mediana2
141,171,242,caja mediana2
139,173,246,caja mediana2
151,169,256,caja mediana2
152,182,247,caja mediana2
136,163,254,caja mediana2
150,177,259,caja mediana2
144,165,260,caja mediana2
138,162,252,caja mediana2
135,168,258,caja mediana2
149,160,257,caja mediana2
137,179,252,caja mediana2
146,177,242,caja mediana2
139,163,243,caja mediana2
135,164,255,caja mediana2
140,179,247,caja mediana2
154,170,258,caja mediana2
135,178,244,caja mediana2
151,163,256,caja mediana2
154,168,257,caja mediana2
150,178,251,caja mediana2
139,174,242,caja mediana2
420,429,501,caja grande
410,423,510,caja grande
418,424,502,caja grande
418,423,508,caja grande
420,427,503,caja grande
409,428,500,caja grande
410,428,502,caja grande
412,428,508,caja grande
417,421,502,caja grande
414,423,509,caja grande
415,428,509,caja grande
410,423,505,caja grande
411,422,501,caja grande
414,430,506,caja grande
420,427,500,caja grande
419,424,507,caja grande
414,422,508,caja grande
412,425,502,caja grande
418,429,506,caja grande
417,420,503,caja grande
415,424,509,caja grande
420,425,510,caja grande
407,420,502,caja grande
414,421,508,caja grande
408,420,509,caja grande
419,423,506,caja grande
413,420,505,caja grande
416,427,505,caja grande
410,430,505,caja grande
420,427,501,caja grande
411,430,507,caja grande
405,420,504,caja grande
413,426,505,caja grande
419,429,510,caja grande
406,420,504,caja grande
417,426,505,caja grande
409,429,510,caja grande
414,420,505,caja grande
413,425,509,caja grande
418,422,510,caja grande
418,421,503,caja grande
407,425,502,caja grande
417,422,509,caja grande
409,430,502,caja grande
407,424,508,caja grande
409,430,508,caja grande
415,429,509,caja grande
410,425,510,caja grande
410,424,504,caja grande
420,423,501,caja grande
407,428,509,caja grande
406,421,505,caja grande
409,428,509,caja grande
416,425,504,caja grande
420,424,502,caja grande
410,430,502,caja grande
409,421,510,caja grande
408,429,510,caja grande
419,430,509,caja grande
419,425,500,caja grande
409,422,510,caja grande
420,428,500,caja grande
408,428,508,caja grande
415,424,505,caja grande
417,428,510,caja grande
414,430,505,caja grande
408,426,506,caja grande
414,424,505,caja grande
418,423,502,caja grande
411,422,504,caja grande
413,426,505,caja grande
415,420,508,caja grande
418,422,504,caja grande
405,422,509,caja grande
417,421,509,caja grande
413,430,500,caja grande
410,423,502,caja grande
412,422,500,caja grande
409,428,502,caja grande
408,424,507,caja grande
419,420,507,caja grande
420,420,505,caja grande
420,427,505,caja grande
414,426,503,caja grande
418,430,503,caja grande
412,430,509,caja grande
411,423,501,caja grande
420,421,509,caja grande
416,420,503,caja grande
419,425,509,caja grande
410,429,510,caja grande
405,425,506,caja grande
419,423,502,caja grande
420,430,508,caja grande
420,424,506,caja grande
409,426,501,caja grande
415,426,507,caja grande
407,424,501,caja grande
416,425,503,caja grande
415,429,503,caja grande
414,427,501,caja grande
411,423,506,caja grande
420,428,507,caja grande
405,429,505,caja grande
413,425,509,caja grande
417,423,508,caja grande
406,430,508,caja grande
409,427,505,caja grande
417,428,507,caja grande
411,425,503,caja grande
414,424,500,caja grande
409,428,510,caja grande
419,425,506,caja grande
410,423,501,caja grande
410,420,507,caja grande
406,420,502,caja grande
410,424,503,caja grande
408,424,501,caja grande
407,423,502,caja grande
415,421,507,caja grande
410,421,508,caja grande
418,424,504,caja grande
406,425,501,caja grande
414,428,501,caja grande
413,420,506,caja grande
412,423,500,caja grande
420,424,504,caja grande
414,430,500,caja grande
409,429,506,caja grande
406,422,503,caja grande
411,429,503,caja grande
405,421,507,caja grande
405,427,501,caja grande
413,423,505,caja grande
414,428,500,caja grande
417,424,507,caja grande
415,429,502,caja grande
416,424,510,caja grande
409,430,501,caja grande
409,428,509,caja grande
419,429,500,caja grande
412,429,508,caja grande
409,421,501,caja grande
409,422,500,caja grande
408,426,510,caja grande
416,420,508,caja grande
416,429,505,caja grande
407,427,506,caja grande
413,424,509,caja grande
411,429,503,caja grande
405,430,508,caja grande
406,427,509,caja grande
407,426,505,caja grande
409,430,509,caja grande
405,420,501,caja grande
415,420,509,caja grande
417,424,503,caja grande
406,428,509,caja grande
418,426,503,caja grande
407,427,501,caja grande
411,424,502,caja grande
407,430,506,caja grande
417,429,507,caja grande
413,425,502,caja grande
417,424,507,caja grande
412,425,505,caja grande
408,420,507,caja grande
410,426,501,caja grande
408,421,502,caja grande
416,429,507,caja grande
410,421,508,caja grande
420,424,509,caja grande
412,421,508,caja grande
405,424,503,caja grande
418,424,507,caja grande
417,426,505,caja grande
406,421,508,caja grande
412,425,503,caja grande
406,427,507,caja grande
407,421,502,caja grande
415,421,508,caja grande
412,420,504,caja grande
414,425,503,caja grande
419,427,510,caja grande
409,425,505,caja grande
413,426,505,caja grande
414,425,510,caja grande
416,422,505,caja grande
408,428,502,caja grande
416,426,507,caja grande
416,421,502,caja grande
408,424,505,caja grande
415,420,501,caja grande
416,421,502,caja grande
407,430,508,caja grande
409,427,509,caja grande
417,420,503,caja grande
415,430,502,caja grande
409,421,502,caja grande
410,426,501,caja grande
414,424,503,caja grande
408,420,502,caja grande
420,421,501,caja grande
417,425,506,caja grande
420,420,508,caja grande
416,427,508,caja grande
409,424,501,caja grande
408,422,510,caja grande
409,424,506,caja grande
416,424,509,caja grande
409,422,504,caja grande
410,420,501,caja grande
408,421,507,caja grande
405,428,508,caja grande
412,429,507,caja grande
407,425,509,caja grande
406,430,507,caja grande
406,420,500,caja grande
406,428,503,caja grande
406,429,510,caja grande
407,422,501,caja grande
420,422,508,caja grande
406,429,500,caja grande
414,425,500,caja grande
407,423,500,caja grande
408,425,506,caja grande
419,423,502,caja grande
411,428,508,caja grande
414,426,505,caja grande
414,427,505,caja grande
415,430,506,caja grande
419,422,509,caja grande
412,429,500,caja grande
410,430,508,caja grande
409,430,508,caja grande
416,420,505,caja grande
420,423,506,caja grande
418,425,505,caja grande
409,425,503,caja grande
419,423,508,caja grande
411,429,509,caja grande
405,428,509,caja grande
411,429,505,caja grande
419,423,500,caja grande
420,426,508,caja grande
420,420,501,caja grande
414,428,504,caja grande
412,428,500,caja grande
413,428,504,caja grande
416,424,506,caja grande
409,420,501,caja grande
405,427,508,caja grande
407,423,504,caja grande
406,423,509,caja grande
411,429,508,caja grande
412,423,504,caja grande
415,427,503,caja grande
416,420,503,caja grande
409,422,507,caja grande
407,427,504,caja grande
405,427,507,caja grande
409,420,510,caja grande
417,421,506,caja grande
407,429,501,caja grande
419,426,504,caja grande
410,428,502,caja grande
413,428,506,caja grande
411,420,504,caja grande
420,422,503,caja grande
412,429,510,caja grande
406,428,508,caja grande
416,424,508,caja grande
420,420,501,caja grande
409,427,503,caja grande
411,423,509,caja grande
409,424,505,caja grande
416,430,508,caja grande
411,430,502,caja grande
415,427,501,caja grande
416,421,506,caja grande
411,426,503,caja grande
415,424,506,caja grande
420,421,508,caja grande
419,428,505,caja grande
405,425,506,caja grande
418,426,506,caja grande
405,421,502,caja grande
406,428,510,caja grande
414,429,504,caja grande
408,427,505,caja grande
408,424,506,caja grande
407,426,509,caja grande
414,424,510,caja grande
419,424,500,caja grande
409,422,501,caja grande
418,426,509,caja grande
420,426,501,caja grande
407,429,500,caja grande
408,426,509,caja grande
412,426,508,caja grande
406,428,508,caja grande
411,426,506,caja grande
407,420,506,caja grande
408,428,500,caja grande
406,423,509,caja grande
420,420,500,caja grande
409,430,500,caja grande
413,429,509,caja grande
418,421,505,caja grande
416,421,504,caja grande
415,420,505,caja grande
406,420,507,caja grande
414,428,505,caja grande
414,429,500,caja grande
408,430,502,caja grande
406,425,508,caja grande
415,427,509,caja grande
406,430,509,caja grande
416,421,507,caja grande
413,423,503,caja grande
420,422,504,caja grande
405,425,505,caja grande
415,420,503,caja grande
419,430,504,caja grande
410,424,509,caja grande
414,425,503,caja grande
420,425,500,caja grande
416,425,504,caja grande
414,426,510,caja grande
413,420,501,caja grande
416,420,500,caja grande
413,429,506,caja grande
416,420,506,caja grande
415,427,507,caja grande
405,427,505,caja grande
412,421,510,caja grande
411,430,503,caja grande
414,420,507,caja grande
413,421,508,caja grande
420,420,506,caja grande
416,424,510,caja grande
411,422,504,caja grande
409,424,508,caja grande
418,427,500,caja grande
407,426,510,caja grande
412,427,506,caja grande
416,430,504,caja grande
416,421,510,caja grande
410,424,504,caja grande
416,423,505,caja grande
415,429,510,caja grande
412,429,510,caja grande
419,422,509,caja grande
417,421,504,caja grande
416,430,505,caja grande
415,420,501,caja grande
